#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
14139090	R-725L2	A	14	3	fin	GS	AL161663.4	170780	RP11
14139090	RP11-725L2	Y	14	3	fin	GS	AL161663.4	170780	RP11
17026195	C-2594L5	A	14	3	fin	GS	AL161664.8	171355	CTD
17026195	CTD-2594L5	Y	14	3	fin	GS	AL161664.8	171355	CTD
14139091	R-431H16	A	14	3	fin	GS	AL161665.5	172993	RP11
14139091	RP11-431H16	Y	14	3	fin	GS	AL161665.5	172993	RP11
13992188	R-89K22	A	14	3	fin	GS	AL161666.4	167108	RP11
13992188	RP11-89K22	Y	14	3	fin	GS	AL161666.4	167108	RP11
15282110	R-998D10	A	14	3	act	GS	AL161668.6	203363	RP11
15282110	RP11-998D10	Y	14	3	act	GS	AL161668.6	203363	RP11
13990665	R-736N17	A	14	3	fin	GS	AL161669.5	192462	RP11
13990665	RP11-736N17	Y	14	3	fin	GS	AL161669.5	192462	RP11
13940014	R-804M7	A	14	3	fin	GS	AL161670.4	163923	RP11
13940014	RP11-804M7	Y	14	3	fin	GS	AL161670.4	163923	RP11
21211645	RP11-64I24	Y	1	3	fin	SC	AL161671.25	102349	RP11
10119715	RP5-979D14	Y	1	3	fin	SC	AL161672.13	34519	RP5
13897285	R-22K10	A	14	3	fin	GS	AL161713.4	157383	RP11
13897285	RP11-22K10	Y	14	3	fin	GS	AL161713.4	157383	RP11
14251886	RP11-184E24	Y	13	3	fin	SC	AL161714.8	95566	RP11
16973811	RP11-187L3	Y	13	3	fin	SC	AL161715.24	88079	RP11
14148788	RP11-266E6	Y	13	3	fin	SC	AL161716.14	164345	RP11
10443403	RP11-267P7	Y	13	3	fin	SC	AL161717.15	103720	RP11
14148789	RP11-29G24	Y	13	3	fin	SC	AL161718.14	58536	RP11
15487165	RP11-37L2	Y	13	3	fin	SC	AL161719.21	102840	RP11
14018253	RP1-167P23	Y	6	3	fin	SC	AL161720.15	26450	RP1
14018253	RZPDB737G098D	A	6	3	fin	SC	AL161720.15	26450	RP1
12330750	RP1-301F24	Y	6	1	can	SC	AL161721.3	137492	RP1
13169465	RP11-497J7	Y	X	3	fin	SC	AL161722.9	154594	RP11
12964269	RP13-172P13	Y	X	3	fin	SC	AL161723.12	155725	RP13
9863613	RP11-114E4	Y	9	3	fin	SC	AL161724.10	130767	RP11
10045359	RP11-165F24	Y	9	3	fin	SC	AL161725.13	181179	RP11
154147520	RP11-168A7	Y	9	1	can	SC	AL161726.8	183217	RP11
13092254	RP11-232A1	Y	9	3	fin	SC	AL161727.15	160109	RP11
17973909	RP11-342C23	Y	9	3	fin	SC	AL161728.25	170532	RP11
14787441	RP11-435O5	Y	9	3	fin	SC	AL161729.27	189643	RP11
10129423	RP11-441I5	Y	9	3	fin	SC	AL161730.9	170066	RP11
11691463	RP11-489N22	Y	9	3	fin	SC	AL161731.20	182452	RP11
13620311	RP11-52I12	Y	9	3	fin	SC	AL161732.7	137391	RP11
17384056	RP11-83J21	Y	9	3	fin	SC	AL161733.20	176466	RP11
28933321	RP11-33M22	Y	1	3	fin	SC	AL161734.12	167099	RP11
9863614	RP11-347L19	Y	1	1	can	SC	AL161735.8	180155	RP11
49532656	RP11-421E17	Y	1	3	fin	SC	AL161736.33	159474	RP11
9930853	RP11-541F20	Y	1	1	can	SC	AL161737.4	122493	RP11
17529578	RP11-549G1	Y	1	3	fin	SC	AL161738.15	148844	RP11
21387214	RP6-239D12	Y	1	3	fin	SC	AL161740.16	60856	RP6
13542333	RP4-597J3	Y	1	3	fin	SC	AL161742.7	114409	RP4
11121016	RP4-730B13	Y	1	3	fin	SC	AL161743.20	100170	RP4
9186966	RP5-846F13	Y	1	3	fin	SC	AL161744.7	87187	RP5
13991946	RP11-525M20	Y	10	1	can	SC	AL161745.11	191064	RP11
14139092	R-689J19	A	14	3	fin	GS	AL161747.5	170588	RP11
14139092	RP11-689J19	Y	14	3	fin	GS	AL161747.5	170588	RP11
17058598	R-96D24	A	14	3	fin	GS	AL161751.3	184692	RP11
17058598	RP11-96D24	Y	14	3	fin	GS	AL161751.3	184692	RP11
13186086	R-99L13	A	14	3	fin	GS	AL161752.4	178433	RP11
13186086	RP11-99L13	Y	14	3	fin	GS	AL161752.4	178433	RP11
13897286	R-26L16	A	14	3	fin	GS	AL161753.4	164826	RP11
13897286	RP11-26L16	Y	14	3	fin	GS	AL161753.4	164826	RP11
13186087	R-712C19	A	14	3	fin	GS	AL161756.6	176257	RP11
13186087	RP11-712C19	Y	14	3	fin	GS	AL161756.6	176257	RP11
13992189	R-1085N6	A	14	3	fin	GS	AL161757.4	242832	RP11
13992189	RP11-1085N6	Y	14	3	fin	GS	AL161757.4	242832	RP11
11121387	RP11-11L8	Y	13	3	fin	SC	AL161771.17	171132	RP11
15149847	RP11-172H24	Y	13	3	fin	SC	AL161772.17	125579	RP11
14970659	RP11-212E4	Y	13	3	fin	SC	AL161773.21	154195	RP11
18857610	RP11-245B11	Y	13	3	fin	SC	AL161774.49	162296	RP11
13872274	RP11-264M3	Y	13	3	fin	SC	AL161775.20	25539	RP11
9931705	RP11-337K13	Y	6	1	can	SC	AL161776.6	152036	RP11
8217670	RP11-197K18	Y	X	3	fin	SC	AL161777.4	60156	RP11
11830771	RP11-51D15	Y	X	3	fin	SC	AL161778.19	64150	RP11
13445335	RP6-29D12	Y	X	3	fin	SC	AL161779.32	102528	RP6
12141250	RP11-187K16	Y	9	3	fin	SC	AL161780.8	51553	RP11
11877964	RP11-297B17	Y	9	3	fin	SC	AL161781.12	159096	RP11
16972806	RP11-327L9	Y	9	3	fin	SC	AL161782.14	77399	RP11
15990621	RP11-334P12	Y	9	3	fin	SC	AL161783.20	111692	RP11
15209314	RP11-342H3	Y	9	3	fin	SC	AL161784.13	19269	RP11
15209406	RP11-344B5	Y	9	3	fin	SC	AL161785.16	73463	RP11
13990004	RP11-344L17	Y	9	3	fin	SC	AL161786.12	145676	RP11
15384802	RP11-40C6	Y	9	3	fin	SC	AL161787.13	119811	RP11
11340248	RP11-421B23	Y	9	3	fin	SC	AL161788.13	170460	RP11
16972807	RP11-490H9	Y	9	3	fin	SC	AL161789.29	66969	RP11
15912395	RP11-558L8	Y	9	3	fin	SC	AL161790.23	120896	RP11
15808143	RP11-82L2	Y	9	3	fin	SC	AL161791.15	108821	RP11
14270136	RP11-84P7	Y	9	3	fin	SC	AL161792.29	77027	RP11
12830397	RP11-23I7	Y	1	3	fin	SC	AL161793.9	162345	RP11
10178458	RP11-312E2	Y	1	1	can	SC	AL161794.8	176033	RP11
9212869	RP11-427F16	Y	1	1	pre	SC	AL161795.2	157823	RP11
17065961	RP11-487O23	Y	1	3	fin	SC	AL161796.14	52139	RP11
10432522	RP5-871E2	Y	1	3	fin	SC	AL161797.10	100571	RP5
16943969	RP11-108M11	Y	10	3	fin	SC	AL161798.23	134438	RP11
11967486	RP11-177H22	Y	10	3	fin	SC	AL161799.19	139996	RP11
8246908	RP11-318C17	Y	20	3	fin	SC	AL161800.10	43741	RP11
9581598	RP11-46G14	Y	20	3	fin	SC	AL161801.11	7626	RP11
9650536	RP11-96L6	Y	20	3	fin	SC	AL161802.15	57115	RP11
13897287	R-409I10	A	14	3	fin	GS	AL161804.4	151853	RP11
13897287	RP11-409I10	Y	14	3	fin	GS	AL161804.4	151853	RP11
14272173	R-1078I14	A	14	3	act	GS	AL161851.4	187732	RP11
14272173	RP11-1078I14	Y	14	3	act	GS	AL161851.4	187732	RP11
13990336	R-66E7	A	14	3	fin	GS	AL161871.6	148068	RP11
13990336	RP11-66E7	Y	14	3	fin	GS	AL161871.6	148068	RP11
13234843	RP11-142E9	Y	13	3	fin	SC	AL161891.17	123070	RP11
11121017	RP11-173N7	Y	13	3	fin	SC	AL161892.9	146216	RP11
12666231	RP11-223E19	Y	13	3	fin	SC	AL161893.24	62043	RP11
11876023	RP11-23B16	Y	13	3	fin	SC	AL161894.12	106083	RP11
9863618	RP11-240O1	Y	13	1	can	SC	AL161895.7	153566	RP11
12330752	RP11-261P24	Y	13	3	fin	SC	AL161896.16	96183	RP11
12141252	RP11-262G14	Y	13	3	fin	SC	AL161897.6	160455	RP11
12666232	RP11-270H22	Y	13	3	fin	SC	AL161898.17	122839	RP11
13606073	RP11-418I10	Y	13	3	fin	SC	AL161899.21	159981	RP11
13277041	RP11-479J22	Y	13	3	fin	SC	AL161900.8	31248	RP11
11544469	RP11-521H3	Y	13	3	fin	SC	AL161901.18	150054	RP11
12053559	RP11-66B8	Y	13	3	fin	SC	AL161902.12	105537	RP11
11830772	RP11-175A4	Y	6	3	fin	SC	AL161903.19	47104	RP11
10862743	RP11-440G9	Y	6	3	fin	SC	AL161904.7	65825	RP11
11071319	RP11-554O14	Y	6	3	fin	SC	AL161905.15	176968	RP11
154147507	RP11-567N9	Y	6	1	can	SC	AL161906.6	169323	RP11
11229073	RP1-166H4	Y	6	3	fin	SC	AL161907.17	152395	RP1
11229073	RZPDB737F118D	A	6	3	fin	SC	AL161907.17	152395	RP1
14148791	RP11-123K19	Y	9	3	fin	SC	AL161908.13	106216	RP11
17048334	RP11-146N23	Y	9	3	fin	SC	AL161909.20	137289	RP11
16972808	RP11-260L6	Y	9	3	fin	SC	AL161910.19	171025	RP11
12584689	RP11-27I1	Y	9	3	fin	SC	AL161911.17	109176	RP11
14270137	RP11-403N16	Y	9	3	fin	SC	AL161912.15	102624	RP11
16972809	RP11-64P11	Y	9	3	fin	SC	AL161913.11	137897	RP11
33569187	RP11-457L10	Y	1	1	can	SC	AL161914.19	331712	RP11
19571853	RP11-56P23	Y	1	3	fin	SC	AL161915.8	23726	RP11
9588183	RP4-636O23	Y	1	3	fin	SC	AL161916.8	99249	RP4
9944148	RP11-1021O19	Y	10	3	fin	SC	AL161931.13	19853	RP11
17065674	RP11-241I20	Y	10	3	fin	SC	AL161932.15	143423	RP11
14348417	RP11-275E20	Y	10	1	can	SC	AL161933.11	229506	RP11
9796888	RP11-381I15	Y	10	1	can	SC	AL161934.5	170202	RP11
14018254	RP11-472N13	Y	10	3	fin	SC	AL161935.10	191824	RP11
9944149	RP11-48B24	Y	10	3	fin	SC	AL161936.15	155584	RP11
10185526	RP11-112L6	Y	20	3	fin	SC	AL161937.13	93399	RP11
7939809	RP11-268G13	Y	20	3	fin	SC	AL161938.6	138062	RP11
9863621	RP11-276A18	Y	20	3	fin	SC	AL161939.10	38577	RP11
7798909	RP11-459I16	Y	20	3	fin	SC	AL161940.6	98221	RP11
9944150	RP11-494B22	Y	20	3	fin	SC	AL161941.18	81304	RP11
154147508	RP11-83B5	Y	20	1	can	SC	AL161942.6	136356	RP11
9650537	RP5-1007E6	Y	20	3	fin	SC	AL161943.11	2706	RP5
11229075	RP5-1079N22	Y	20	3	fin	SC	AL161944.22	11368	RP5
13508853	RP4-606D23	Y	20	3	fin	SC	AL161945.31	70299	RP4
15282111	C-3104H21	A	14	3	act	GS	AL162151.5	231893	CTD
15282111	CTD-3104H21	Y	14	3	act	GS	AL162151.5	231893	CTD
15424524	R-507K2	A	14	3	act	GS	AL162171.4	197550	RP11
15424524	RP11-507K2	Y	14	3	act	GS	AL162171.4	197550	RP11
17383599	R-349D8	A	14	3	fin	GS	AL162191.6	204662	RP11
17383599	RP11-349D8	Y	14	3	fin	GS	AL162191.6	204662	RP11
9863623	RP11-157H17	Y	13	1	can	SC	AL162211.5	179470	RP11
11321861	RP11-209P2	Y	13	3	fin	SC	AL162212.12	124418	RP11
13160220	RP11-195F19	Y	9	3	fin	SC	AL162231.20	186433	RP11
14970660	RP11-20A20	Y	9	3	fin	SC	AL162232.14	64241	RP11
13445336	RP11-292B8	Y	9	3	fin	SC	AL162233.14	179833	RP11
12964272	RP11-55J24	Y	9	3	fin		AL162252.17	176845	RP11
13677203	RP11-574F11	Y	9	3	fin	SC	AL162253.17	146327	RP11
14575137	RP11-64P14	Y	9	3	fin	SC	AL162254.17	109514	RP11
20068294	RP11-18E13	Y	1	3	fin	SC	AL162255.17	83148	RP11
14148792	RP5-1013G21	Y	1	1	can	SC	AL162257.14	155349	RP5
41392188	RP1-178F15	Y	1	3	fin	SC	AL162258.12	27446	RP1
41392188	RZPDB737B059D	A	1	3	fin	SC	AL162258.12	27446	RP1
16973813	RP3-405J11	Y	1	3	fin	SC	AL162259.12	66118	RP3
16973813	RZPDB737D0915D	A	1	3	fin	SC	AL162259.12	66118	RP3
9863624	RP4-611J7	Y	1	1	can	SC	AL162260.4	104071	RP4
14329903	RP4-640A17	Y	1	1	can	SC	AL162261.8	88665	RP4
9988257	RP4-690P17	Y	1	1	can	SC	AL162262.9	86156	RP4
10443404	RP4-747K12	Y	1	3	fin	SC	AL162263.9	71955	RP4
17017691	RP5-892K4	Y	1	3	fin	SC	AL162271.11	6580	RP5
10045365	RP11-145E8	Y	10	3	fin	SC	AL162272.10	154904	RP11
15808144	RP11-215N21	Y	10	3	fin	SC	AL162273.13	103011	RP11
12214292	RP11-45A17	Y	10	3	fin	SC	AL162274.17	148891	RP11
9407802	RP11-402F1	Y	20	3	fin	SC	AL162291.14	98399	RP11
10862744	RP11-6L15	Y	20	3	fin	SC	AL162292.20	100382	RP11
10443405	RP4-640H8	Y	20	3	fin	SC	AL162293.22	39617	RP4
8218483	RP5-852L11	Y	20	3	fin	SC	AL162294.8	61147	RP5
17129489	R-317N8	A	14	3	fin	GS	AL162311.5	167127	RP11
17129489	RP11-317N8	Y	14	3	fin	GS	AL162311.5	167127	RP11
9212924	C-2289K15	A	5	2	dra		AL162332.2	190956	CTD
9212924	CTD-2289K15	Y	5	2	dra		AL162332.2	190956	CTD
15282138	RP11-16M10	Y	13	3	fin	SC	AL162371.13	64028	RP11
12539555	RP11-181P16	Y	13	1	can	SC	AL162372.11	158524	RP11
13234845	RP11-272M24	Y	13	3	fin	SC	AL162373.16	176797	RP11
12666233	RP11-274M5	Y	13	3	fin	SC	AL162374.8	32924	RP11
15787721	RP11-282D2	Y	13	3	fin	SC	AL162375.24	24728	RP11
12329259	RP11-309J13	Y	13	3	fin	SC	AL162376.15	191606	RP11
11121388	RP11-327P2	Y	13	3	fin	SC	AL162377.10	169104	RP11
12964273	RP11-394C23	Y	13	3	fin	SC	AL162378.16	175820	RP11
14272256	RP11-426K7	Y	13	3	fin	SC	AL162379.14	109757	RP11
9863625	RP11-458M22	Y	13	1	can	SC	AL162380.6	173245	RP11
13938792	RP11-174B19	Y	6	3	fin	SC	AL162381.16	19176	RP11
10944170	RP11-248J2	Y	6	3	fin	SC	AL162382.13	55594	RP11
9863626	RP3-323I23	Y	6	1	can	SC	AL162383.5	160736	RP3
13274331	RP11-218I7	Y	9	3	fin	SC	AL162384.14	68465	RP11
13161584	RP11-244N9	Y	9	3	fin	SC	AL162385.16	175517	RP11
13897040	RP11-272P10	Y	9	3	fin	SC	AL162386.17	164138	RP11
9212936	RP11-282P20	Y	9	1	can	SC	AL162387.3	160742	RP11
11967489	RP11-373A6	Y	9	3	fin	SC	AL162388.8	173881	RP11
17381309	RP11-380I20	Y	9	3	fin	SC	AL162389.21	157017	RP11
8894273	RP11-386J22	Y	9	3	fin	SC	AL162390.9	182427	RP11
18252282	RP11-438L3	Y	9	3	fin	SC	AL162391.15	28420	RP11
12750817	RP11-534I8	Y	9	3	fin	SC	AL162393.15	184302	RP11
18135038	RP11-547C13	Y	9	3	fin	SC	AL162394.14	143439	RP11
16972811	RP11-62L10	Y	9	3	fin	SC	AL162395.15	62860	RP11
15626388	RP11-82P9	Y	9	3	fin	SC	AL162396.18	117872	RP11
15723753	RP11-86C4	Y	9	3	fin	SC	AL162397.14	121963	RP11
18873603	RP11-29E9	Y	1	3	fin	SC	AL162398.34	32932	RP11
16501106	RP11-545I10	Y	1	3	fin	SC	AL162399.12	91639	RP11
16944886	RP11-5P4	Y	1	3	fin	SC	AL162400.11	117840	RP11
154147492	GS1-229A1	Y	1	1	can	SC	AL162401.5	88026	GS1
25136937	RP5-1054K23	Y	1	3	fin	SC	AL162402.19	80743	RP5
9796920	RP5-869B24	Y	1	1	can	SC	AL162405.3	90399	RP5
15384623	RP11-393E20	Y	10	3	fin	SC	AL162407.14	114145	RP11
15626389	RP11-397O4	Y	10	3	fin	SC	AL162408.8	28205	RP11
16973816	RP11-106A1	Y	9	3	fin	SC	AL162411.23	59964	RP11
12956909	RP11-109D9	Y	9	3	fin	SC	AL162412.11	189277	RP11
21684700	RP11-109M17	Y	9	3	fin	SC	AL162413.26	114302	RP11
11137694	RP11-202G18	Y	9	3	fin	SC	AL162414.11	176689	RP11
56542279	RP11-286O1	Y	9	3	fin	SC	AL162415.16	169667	RP11
16972814	RP11-296H15	Y	9	3	fin	SC	AL162416.13	75609	RP11
15387798	RP11-326L24	Y	9	3	fin	SC	AL162417.23	152863	RP11
16972815	RP11-335H2	Y	9	3	fin	SC	AL162418.17	57850	RP11
21537421	RP11-358M14	Y	9	3	fin	SC	AL162419.34	174535	RP11
16214560	RP11-380P16	Y	9	3	fin	SC	AL162420.13	124491	RP11
16972816	RP11-415N7	Y	9	3	fin	SC	AL162421.17	108032	RP11
15795389	RP11-446F13	Y	9	3	fin	SC	AL162422.10	65311	RP11
13234851	RP11-456D21	Y	9	3	fin	SC	AL162423.18	88323	RP11
11042769	RP11-498E2	Y	9	3	fin	SC	AL162424.20	223020	RP11
14787442	RP11-523L1	Y	9	3	fin	SC	AL162425.15	177728	RP11
13624960	RP11-56D16	Y	9	3	fin	SC	AL162426.20	163338	RP11
18476541	RP11-96L7	Y	9	3	fin	SC	AL162427.24	108131	RP11
16972818	RP11-212E1	Y	1	3	fin	SC	AL162428.17	3994	RP11
19571854	RP11-290M17	Y	1	3	fin	SC	AL162429.12	14798	RP11
11544472	RP11-296A18	Y	1	3	fin	SC	AL162430.15	211791	RP11
14329907	RP11-46A10	Y	1	3	fin	SC	AL162431.17	139006	RP11
39978746	RP11-145C1	Y		3	fin	SC	AL162451.16	156963	RP11
12190117	RP11-154I23	Y	13	2	can	SC	AL162452.18	165690	RP11
17402239	RP11-191M14	Y	13	3	fin	SC	AL162453.18	54194	RP11
16972820	RP11-265C7	Y	13	3	fin	SC	AL162454.23	5004	RP11
10443406	RP11-62D23	Y	13	3	fin	SC	AL162455.14	173736	RP11
15141462	RP11-95C14	Y	13	3	fin	SC	AL162456.14	165100	RP11
9650538	RP11-429E11	Y	20	3	fin	SC	AL162457.11	130965	RP11
9581599	RP11-465L10	Y	20	3	fin	SC	AL162458.10	150791	RP11
13276125	R-81F13	A	14	3	fin	GS	AL162464.5	170110	RP11
13276125	RP11-81F13	Y	14	3	fin	GS	AL162464.5	170110	RP11
15282112	R-882I14	A	14	3	fin	GS	AL162471.3	149326	RP11
15282112	RP11-882I14	Y	14	3	fin	GS	AL162471.3	149326	RP11
10443407	RP11-103D20	Y	13	3	fin	SC	AL162491.10	79374	RP11
9863629	RP11-119K3	Y	13	1	can	SC	AL162492.4	142227	RP11
13398729	RP11-120L14	Y	13	3	fin	SC	AL162493.21	158083	RP11
14715662	RP11-417I19	Y	13	3	fin	SC	AL162494.10	77808	RP11
14041747	RP11-233O7	Y	13	3	fin	SC	AL162495.18	74428	RP11
15983830	RP11-237E3	Y	13	1	can	SC	AL162496.11	162165	RP11
14329908	RP11-313L9	Y	13	3	fin	SC	AL162497.20	143409	RP11
10862745	RP11-315A9	Y	13	3	fin	SC	AL162498.12	24565	RP11
12330756	RP11-315H15	Y	13	3	fin	SC	AL162499.20	140907	RP11
14329909	RP11-318K19	Y	13	3	fin	SC	AL162500.15	128554	RP11
16973817	RP11-138L21	Y	9	3	fin	SC	AL162501.11	118564	RP11
16444678	RP11-153G4	Y	10	3	fin	SC	AL162502.17	163619	RP11
14018255	RP11-420F12	Y	10	3	fin	SC	AL162503.12	175594	RP11
9366924	RP11-199O14	Y	20	3	fin	SC	AL162504.12	105757	RP11
11121019	RP11-327D19	Y	20	3	fin	SC	AL162505.20	77498	RP11
14285250	R-259K15	A	14	3	act	GS	AL162511.5	165126	RP11
14285250	RP11-259K15	Y	14	3	act	GS	AL162511.5	165126	RP11
15282113	R-479H16	A	14	3	fin	GS	AL162551.4	182960	RP11
15282113	RP11-479H16	Y	14	3	fin	GS	AL162551.4	182960	RP11
11558564	RP11-159J2	Y	13	3	fin	SC	AL162571.9	158310	RP11
9926511	RP11-407O11	Y	13	1	can	SC	AL162572.4	168440	RP11
11877968	RP11-275J18	Y	13	3	fin	SC	AL162573.15	166509	RP11
15787722	RP11-282A11	Y	13	3	fin	SC	AL162574.14	184738	RP11
16944727	RP11-310K10	Y	13	3	fin	SC	AL162575.15	163231	RP11
15864959	RP11-568F20	Y	13	3	fin	SC	AL162576.27	105783	RP11
9988271	RP11-238B16	Y	6	1	can	SC	AL162577.11	166344	RP11
11229090	RP11-2J18	Y	6	3	fin	SC	AL162578.13	182823	RP11
12666236	RP11-421P21	Y	6	3	fin	SC	AL162579.16	64186	RP11
11121020	RP11-524A17	Y	6	3	fin	SC	AL162580.20	171483	RP11
10443408	RP1-132F22	Y	6	3	fin	SC	AL162581.11	33993	RP1
10443408	RZPDB737D117D	A	6	3	fin	SC	AL162581.11	33993	RP1
17907199	RP1-276N6	Y	6	3	fin	SC	AL162582.30	85786	RP1
17907199	RZPDB737G1111D	A	6	3	fin	SC	AL162582.30	85786	RP1
10045371	RP1-250J21	Y	X	3	fin	SC	AL162583.9	14199	RP1
10045371	RZPDB737A1211D	A	X	3	fin	SC	AL162583.9	14199	RP1
11493254	RP11-12A16	Y	9	3	fin	SC	AL162584.9	160178	RP11
16073635	RP11-148I22	Y	9	3	fin	SC	AL162585.15	44041	RP11
21211649	RP11-228B15	Y	9	3	fin	SC	AL162586.26	80642	RP11
12584692	RP11-280I16	Y	9	3	fin	SC	AL162587.20	143428	RP11
15147684	RP11-349F12	Y	9	3	fin	SC	AL162588.22	76606	RP11
9212988	RP11-448I11	Y	9	1	can	SC	AL162589.2	163597	RP11
16972823	RP11-54K16	Y	9	3	fin	SC	AL162590.15	98271	RP11
22204151	RP11-350G8	Y	1	3	fin	SC	AL162591.16	201167	RP11
14485310	RP11-381D2	Y	1	1	can	SC	AL162592.19	163924	RP11
10715882	RP11-385E13	Y	1	1	can	SC	AL162593.12	188431	RP11
14132864	RP5-1037B23	Y	1	3	fin	SC	AL162594.13	114098	RP5
18307335	RP5-1061H20	Y	1	3	fin	SC	AL162595.17	115018	RP5
16444679	RP1-13P20	Y	1	3	fin	SC	AL162596.30	116067	RP1
9796956	RP4-617F4	Y	1	1	can	SC	AL162611.8	116106	RP4
49457573	RP4-691G10	Y	1	2	can	SC	AL162612.4	101858	RP4
15617245	RP11-182C2	Y	10	3	fin	SC	AL162613.22	79949	RP11
15215907	RP1-220G17	Y	11	3	fin	SC	AL162614.25	93100	RP1
9581601	RP5-1041C10	Y	20	3	fin	SC	AL162615.13	140092	RP5
14571661	R-454K7	A	14	3	act	GS	AL162632.4	161417	RP11
14571661	RP11-454K7	Y	14	3	act	GS	AL162632.4	161417	RP11
11545121	R-210O8	A	14	3	fin	GS	AL162633.3	164550	RP11
11545121	RP11-210O8	Y	14	3	fin	GS	AL162633.3	164550	RP11
11991367	RP11-144L2	Y	13	3	fin	SC	AL162711.17	29742	RP11
14329912	RP11-158A8	Y	13	3	fin	SC	AL162712.16	115331	RP11
13234854	RP11-168P13	Y	13	3	fin	SC	AL162713.19	157175	RP11
18250453	RP11-190K22	Y	13	3	fin	SC	AL162714.34	64358	RP11
12001768	RP11-307J16	Y	13	1	can	SC	AL162715.12	183684	RP11
18375788	RP11-339I24	Y	13	3	fin	SC	AL162716.9	122916	RP11
13619216	RP11-123H22	Y	13	3	fin	SC	AL162717.10	153859	RP11
9944151	RP11-274H24	Y	6	3	fin	SC	AL162718.15	178872	RP11
13446415	RP11-461D23	Y	6	3	fin	SC	AL162719.18	91219	RP11
11967495	RP1-132N8	Y	6	3	fin	SC	AL162720.8	57355	RP1
11967495	RZPDB737D127D	A	6	3	fin	SC	AL162720.8	57355	RP1
15147685	RP4-549K21	Y	6	3	fin	SC	AL162721.11	23797	RP4
154147524	RP13-317E13	Y	X	1	can	SC	AL162722.9	171177	RP13
15130719	RP13-428K23	Y	X	3	fin	SC	AL162723.12	192780	RP13
11544473	RP11-121A14	Y	9	3	fin	SC	AL162724.16	122542	RP11
15130720	RP11-132E11	Y	9	3	fin	SC	AL162725.10	143223	RP11
15722081	RP11-15B24	Y	9	3	fin	SC	AL162726.16	195824	RP11
14494869	RP11-168K11	Y	9	3	fin	SC	AL162727.20	112099	RP11
15026938	RP11-206B24	Y	9	3	fin	SC	AL162728.20	7184	RP11
12309629	RP11-215O15	Y	9	3	fin	SC	AL162729.8	48561	RP11
18477287	RP11-265B8	Y	9	3	fin	SC	AL162730.26	171381	RP11
18642352	RP11-292F9	Y	9	3	fin	SC	AL162731.33	188062	RP11
16516845	RP11-32M23	Y	9	3	fin	SC	AL162732.43	185353	RP11
15028630	RP11-397F23	Y	9	3	fin	SC	AL162733.9	189367	RP11
19309425	RP11-243J18	Y	1	3	fin	SC	AL162734.15	107661	RP11
15422185	RP11-255E17	Y	1	3	fin	SC	AL162735.41	160535	RP11
16972826	RP11-415M14	Y	1	3	fin	SC	AL162736.20	12541	RP11
13751324	RP4-555J6	Y	1	3	fin	SC	AL162738.12	121828	RP4
21211651	RP5-1155K23	Y	1	3	fin	SC	AL162739.24	84001	RP5
11121022	RP4-716F6	Y	1	3	fin	SC	AL162740.13	73607	RP4
32127712	RP5-902P8	Y	1	3	fin	SC	AL162741.44	112159	RP5
9864507	RP11-127L20	Y	10	3	fin	SC	AL162742.9	178428	RP11
11611168	R-785G15	A	14	3	fin	GS	AL162759.4	174273	RP11
11611168	RP11-785G15	Y	14	3	fin	GS	AL162759.4	174273	RP11
9213017	R-273K12	A	7	2	dra		AL162791.2	176185	RP11
9213017	RP11-273K12	Y	7	2	dra		AL162791.2	176185	RP11
17645995	R-101G3	A	14	3	fin	GS	AL162811.6	161204	RP11
17645995	RP11-101G3	Y	14	3	fin	GS	AL162811.6	161204	RP11
15962708	R-1077A2	A	14	3	fin	GS	AL162831.6	208102	RP11
15962708	RP11-1077A2	Y	14	3	fin	GS	AL162831.6	208102	RP11
15424525	R-544I20	A	14	3	act	GS	AL162832.6	158424	RP11
15424525	RP11-544I20	Y	14	3	act	GS	AL162832.6	158424	RP11
62551017	RP11-186M12	Y	22	3	fin	SC	AL162851.10	172545	RP11
14596288	RP11-267I18	Y	13	3	fin	SC	AL162852.14	110166	RP11
14456190	RP11-363G2	Y	13	3	fin	SC	AL162853.17	123693	RP11
9213021	R-528E14	A	3	2	dra		AL162871.2	158892	RP11
9213021	RP11-528E14	Y	3	2	dra		AL162871.2	158892	RP11
13897289	R-764E10	A	14	3	fin	GS	AL162872.4	173106	RP11
13897289	RP11-764E10	Y	14	3	fin	GS	AL162872.4	173106	RP11
13897290	R-353P15	A	14	3	fin	GS	AL162891.4	163452	RP11
13897290	RP11-353P15	Y	14	3	fin	GS	AL162891.4	163452	RP11
7406721	RP6-198C4	Y	X	3	fin	SC	AL162911.1	39434	RP6
7406722	RP6-198C4	Y	X	3	fin	SC	AL162912.1	8339	RP6
11414716	C-2324M15	A	14	3	fin	GS	AL163011.3	100791	CTD
11414716	CTD-2324M15	Y	14	3	fin	GS	AL163011.3	100791	CTD
13872730	C-2303B20	A	14	3	fin	GS	AL163032.3	130313	CTD
13872730	CTD-2303B20	Y	14	3	fin	GS	AL163032.3	130313	CTD
15282114	R-872J21	A	14	3	act	GS	AL163051.5	188020	RP11
15282114	RP11-872J21	Y	14	3	act	GS	AL163051.5	188020	RP11
12657326	R-769B21	A	14	3	fin	GS	AL163052.4	181905	RP11
